ID,Country_Name,Country_Code,Indicator_Name,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
208,Serbia,SRB,Unemployment total (% of total labor force),19.2180004,22.9659996,24,22.1539993,19.2229996,17.6599999,15.257,13.4770002
209,Seychelles,SYC,Unemployment total (% of total labor force),,,,,,,,
210,Sierra Leone,SLE,Unemployment total (% of total labor force),4.1570001,4.2930002,4.441,4.5970001,4.678,4.6370001,4.5869999,4.5
211,Singapore,SGP,Unemployment total (% of total labor force),4.1199999,3.8900001,3.72,3.8599999,3.74,3.79,4.0799999,4.1999998
212,Sint Maarten (Dutch part),SXM,Unemployment total (% of total labor force),,,,,,,,
213,Slovak Republic,SVK,Unemployment total (% of total labor force),14.3789997,13.6169996,13.9630003,14.2209997,13.184,11.481,9.6700001,8.1309996
214,Slovenia,SVN,Unemployment total (% of total labor force),7.2360001,8.1660004,8.8400002,10.1020002,9.6680002,8.9619999,8,6.5640001
215,Small states,SST,Unemployment total (% of total labor force),10.3946363,10.0481449,9.9737218,10.207142,9.8619073,9.7642162,9.7339391,9.238747
216,Solomon Islands,SLB,Unemployment total (% of total labor force),1.655,1.286,0.968,0.694,0.679,0.669,0.658,0.637
217,Somalia,SOM,Unemployment total (% of total labor force),11.724,11.7279997,11.7480001,11.7749996,11.6850004,11.6230001,11.5459995,11.4110003
218,South Africa,ZAF,Unemployment total (% of total labor force),24.6930008,24.6529999,24.7320004,24.5690002,24.8980007,25.1560001,26.5510006,27.0709992
219,South Asia,SAS,Unemployment total (% of total labor force),4.908354,4.9358682,5.0560307,5.2342456,5.0653982,5.2093412,5.1833968,5.1254345
220,South Asia (IDA & IBRD),TSA,Unemployment total (% of total labor force),4.908354,4.9358682,5.0560307,5.2342456,5.0653982,5.2093412,5.1833968,5.1254345
221,South Sudan,SSD,Unemployment total (% of total labor force),12.6770001,12.6809998,12.7019997,12.7299995,12.6379995,12.5749998,12.4960003,12.3590002
222,Spain,ESP,Unemployment total (% of total labor force),19.8600006,21.3899994,24.7870007,26.0939999,24.441,22.0569992,19.6350002,17.2240009
223,Sri Lanka,LKA,Unemployment total (% of total labor force),4.7839999,4.118,3.8800001,4.2410002,4.1939998,4.5190001,4.2420001,4.1799998
224,St. Kitts and Nevis,KNA,Unemployment total (% of total labor force),,,,,,,,
225,St. Lucia,LCA,Unemployment total (% of total labor force),17.1210003,18.8600006,19.0599995,22.2099991,23.1240006,24.0900002,21.2630005,21.0690002
226,St. Martin (French part),MAF,Unemployment total (% of total labor force),,,,,,,,
227,St. Vincent and the Grenadines,VCT,Unemployment total (% of total labor force),19.4430008,19.448,19.4729996,19.507,19.3939991,19.3150005,19.2169991,19.0470009
228,Sub-Saharan Africa,SSF,Unemployment total (% of total labor force),5.9475632,5.8534871,5.7758582,5.6834869,5.7434314,5.7528074,6.141869,6.2787142
229,Sub-Saharan Africa (excluding high income),SSA,Unemployment total (% of total labor force),5.9446631,5.850863,5.7730862,5.680801,5.740645,5.7501702,6.1408339,6.2779985
230,Sub-Saharan Africa (IDA & IBRD countries),TSS,Unemployment total (% of total labor force),5.9475632,5.8534871,5.7758582,5.6834869,5.7434314,5.7528074,6.141869,6.2787142
231,Sudan,SDN,Unemployment total (% of total labor force),15.1859999,17.4400005,17.4659996,17.4990006,17.3910008,17.316,17.2229996,17.0599995
232,Suriname,SUR,Unemployment total (% of total labor force),7.1500001,7.54,8.1000004,6.5999999,6.9400001,7.2199998,7.1690001,7.0809999
233,Sweden,SWE,Unemployment total (% of total labor force),8.6099997,7.8039999,7.9759998,8.052,7.9530001,7.4320002,6.9899998,6.7179999
234,Switzerland,CHE,Unemployment total (% of total labor force),4.8070002,4.408,4.4850001,4.7470002,4.8260002,4.8010001,4.9180002,4.7969999
235,Syrian Arab Republic,SYR,Unemployment total (% of total labor force),8.6099997,8.6140003,8.6309996,8.6529999,8.5810003,8.5310001,8.4689999,8.3620005
236,Tajikistan,TJK,Unemployment total (% of total labor force),11.6090002,11.6140003,11.6359997,11.6660004,11.5690002,11.5010004,11.4180002,11.2740002
237,Tanzania,TZA,Unemployment total (% of total labor force),2.9860001,3.47,3.1930001,2.9300001,2.125,2.1029999,2.0769999,2.033
238,Thailand,THA,Unemployment total (% of total labor force),0.622,0.66,0.58,0.489,0.576,0.597,0.688,0.83
239,Timor-Leste,TLS,Unemployment total (% of total labor force),3.3010001,3.53,3.776,4.0349998,4.2329998,4.4489999,4.6570001,4.566
240,Togo,TGO,Unemployment total (% of total labor force),2.392,1.982,2.052,2.1270001,2.161,2.204,2.175,2.1259999
241,Tonga,TON,Unemployment total (% of total labor force),1.151,1.152,1.156,1.1619999,1.141,1.127,1.11,1.08
242,Trinidad and Tobago,TTO,Unemployment total (% of total labor force),3.7750001,3.2479999,3.4530001,2.46,2.224,2.211,2.9719999,2.7060001
243,Tunisia,TUN,Unemployment total (% of total labor force),13.0489998,18.3339996,17.6299992,15.934,15.0579996,15.2180004,15.5139999,15.3789997
244,Turkey,TUR,Unemployment total (% of total labor force),10.6599999,8.7959995,8.1490002,8.7320004,9.8800001,10.2360001,10.8389998,10.8190002
245,Turkmenistan,TKM,Unemployment total (% of total labor force),4,4.0019999,4.0120001,4.0240002,3.983,3.954,3.9200001,3.859
246,Turks and Caicos Islands,TCA,Unemployment total (% of total labor force),,,,,,,,
247,Tuvalu,TUV,Unemployment total (% of total labor force),,,,,,,,
248,Uganda,UGA,Unemployment total (% of total labor force),3.6240001,3.582,3.5510001,1.91,1.88,1.859,1.8329999,1.79
249,Ukraine,UKR,Unemployment total (% of total labor force),8.1000004,7.8509998,7.5289998,7.1700001,9.2700005,9.1400003,9.3500004,9.5100002
250,United Arab Emirates,ARE,Unemployment total (% of total labor force),2.533,2.4960001,2.5090001,2.576,2.2119999,1.91,1.636,2.4630001
251,United Kingdom,GBR,Unemployment total (% of total labor force),7.7870002,8.0369997,7.8850002,7.5250001,6.1100001,5.3010001,4.8130002,4.335
252,United States,USA,Unemployment total (% of total labor force),9.6330004,8.9490004,8.0690002,7.375,6.1680002,5.2800002,4.869,4.355
253,Upper middle income,UMC,Unemployment total (% of total labor force),5.843692,5.6451519,5.5337072,5.5109298,5.4780016,5.6953606,5.9248903,5.9267288
254,Uruguay,URY,Unemployment total (% of total labor force),7.158,6.3070002,6.4510002,6.4439998,6.5469999,7.4879999,7.8410001,7.8899999
255,Uzbekistan,UZB,Unemployment total (% of total labor force),5.3600001,4.96,4.8699999,4.8600001,5.0900002,5.1500001,5.1599998,5.8299999
256,Vanuatu,VUT,Unemployment total (% of total labor force),4.625,4.6279998,4.6409998,4.6570001,4.6040001,4.5669999,4.5219998,4.4429998
257,Venezuela RB,VEN,Unemployment total (% of total labor force),7.112,6.902,6.6009998,7.54,7.4809999,7.4400001,7.3899999,7.302
258,Vietnam,VNM,Unemployment total (% of total labor force),1.114,1.875,1.676,1.977,1.873,2.125,2.0829999,2.053
259,Virgin Islands (U.S.),VIR,Unemployment total (% of total labor force),10.0030003,9.8920002,10.0349999,10.2709999,9.9139996,9.5270004,9.165,8.7460003
260,West Bank and Gaza,PSE,Unemployment total (% of total labor force),21.4160004,17.5970001,19.2019997,19.8939991,20.5259991,23.0049992,23.9389992,25.6770001
261,World,WLD,Unemployment total (% of total labor force),5.9223083,5.803725,5.7742731,5.7734026,5.6331356,5.6377432,5.6699732,5.5700075
262,Yemen Rep.,YEM,Unemployment total (% of total labor force),12.9320002,13.0799999,13.2480001,13.4239998,13.467,13.3950005,13.3070002,13.1520004
263,Zambia,ZMB,Unemployment total (% of total labor force),13.1899996,10.3430004,7.8499999,8.618,9.3400002,10.1049995,10.882,11.6260004
264,Zimbabwe,ZWE,Unemployment total (% of total labor force),5.217,5.368,5.381,5.3990002,5.342,5.302,5.2529998,5.1680002
