ID,Country_Name,Country_Code,Indicator_Name,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
225,St. Lucia,LCA,GDP,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865375222,1999090407
226,St. Martin (French part),MAF,GDP,,,,,,,,
227,St. Vincent and the Grenadines,VCT,GDP,681225925.9,676129629.6,692933333.3,721207407.4,727714814.8,755400000,774429629.6,792177777.8
228,Sub-Saharan Africa,SSF,GDP,1.38E+12,1.56E+12,1.63E+12,1.74E+12,1.83E+12,1.67E+12,1.54E+12,1.64E+12
229,Sub-Saharan Africa (excluding high income),SSA,GDP,1.37E+12,1.55E+12,1.62E+12,1.73E+12,1.81E+12,1.65E+12,1.52E+12,1.62E+12
230,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP,1.38E+12,1.56E+12,1.63E+12,1.74E+12,1.83E+12,1.67E+12,1.54E+12,1.64E+12
231,Sudan,SDN,GDP,61739815527,57891984840,52766720139,57730424385,64941775065,74294471279,51772232495,45379127306
232,Suriname,SUR,GDP,4368398048,4422276622,4980000000,5145757576,5240606061,4787367928,3128953537,3210064506
233,Sweden,SWE,GDP,4.96E+11,5.74E+11,5.52E+11,5.87E+11,5.82E+11,5.05E+11,5.16E+11,5.41E+11
234,Switzerland,CHE,GDP,5.84E+11,7.00E+11,6.68E+11,6.89E+11,7.09E+11,6.80E+11,6.71E+11,6.80E+11
235,Syrian Arab Republic,SYR,GDP,,,,,,,,
236,Tajikistan,TJK,GDP,5642178580,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188
237,Tanzania,TZA,GDP,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959
238,Thailand,THA,GDP,3.41E+11,3.71E+11,3.98E+11,4.20E+11,4.07E+11,4.01E+11,4.13E+11,4.56E+11
239,Timor-Leste,TLS,GDP,881825544.2,1054725857,1147780083,1395525350,1447312264,1596658767,1656039024,1609669330
240,Togo,TGO,GDP,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,4486979198,4819949975
241,Tonga,TON,GDP,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401109307.4,430174168.7
242,Trinidad and Tobago,TTO,GDP,22157948396,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527
243,Tunisia,TUN,GDP,44050929160,45810626509,45044112939,46251061734,47632326088,43173480832,41801210428,39802430355
244,Turkey,TUR,GDP,7.72E+11,8.33E+11,8.74E+11,9.51E+11,9.34E+11,8.60E+11,8.64E+11,8.53E+11
245,Turkmenistan,TKM,GDP,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714
246,Turks and Caicos Islands,TCA,GDP,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840
247,Tuvalu,TUV,GDP,31823518.62,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99
248,Uganda,UGA,GDP,26457287918,27646526402,27084639297,28681464765,32348119639,32124730771,28967460677,30756466548
249,Ukraine,UKR,GDP,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629,1.12E+11
250,United Arab Emirates,ARE,GDP,2.90E+11,3.51E+11,3.75E+11,3.90E+11,4.03E+11,3.58E+11,3.57E+11,3.86E+11
251,United Kingdom,GBR,GDP,2.48E+12,2.66E+12,2.70E+12,2.79E+12,3.06E+12,2.93E+12,2.69E+12,2.67E+12
252,United States,USA,GDP,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13,1.95E+13
253,Upper middle income,UMC,GDP,1.62E+13,1.94E+13,2.08E+13,2.20E+13,2.27E+13,2.13E+13,2.13E+13,2.36E+13
254,Uruguay,URY,GDP,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,52687612262,59530088536
255,Uzbekistan,UZB,GDP,46679875794,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321
256,Vanuatu,VUT,GDP,700804286.2,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7
257,Venezuela RB,VEN,GDP,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,,,
258,Vietnam,VNM,GDP,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11
259,Virgin Islands (U.S.),VIR,GDP,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000
260,West Bank and Gaza,PSE,GDP,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000
261,World,WLD,GDP,6.61E+13,7.34E+13,7.51E+13,7.73E+13,7.95E+13,7.52E+13,7.63E+13,8.12E+13
262,Yemen Rep.,YEM,GDP,30906749533,32726417212,35401341663,40415235702,43206469767,36976204506,28084676409,24561327989
263,Zambia,ZMB,GDP,20265559484,23459515276,25503060420,28045512871,27150646909,21243347377,20954761767,25868142077
264,Zimbabwe,ZWE,GDP,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300
